Handle,Title,Body (HTML),Variant Price,Image Src,base_price,Demand ,Season,category,Vendor,Subcategory
Cosmetic Glitter,Obsessive Compulsive Cosmetics,"Obsessive Compulsive Cosmetics Cosmetic Glitter is a Glitter that retails for $14.00. There are 12 shades that have been released, which you can select from below.",129.95,https://www.temptalia.com/wp-content/uploads/2011/08/occ_mirrorball001.jpg,71.97,Normal,None,Beauty,Obsessive Compulsive Cosmetics,Women
Pure Cosmetic Pigment,Obsessive Compulsive Cosmetics,"Obsessive Compulsive Cosmetics Pure Cosmetic Pigment is a Eyeshadow that retails for $14.00 and contains 0.09 oz. There are 2 shades that have been released, which you can select from below.",129.95,https://www.temptalia.com/wp-content/uploads/2011/09/occ_magenta001.jpg,71.97,Normal,None,Beauty,Obsessive Compulsive Cosmetics,Women
Lash Mascara,Buxom,"Bigger is better. Buxom Lash Mascara intensely volumizes for bigger, fuller lashes.Â ",129.95,https://www.temptalia.com/wp-content/uploads/2013/05/buxom_lash.jpg,47.98,Normal,None,Beauty,Buxom,Women
Stay-There Eyeshadow,Buxom,"This bounc-i-licious new eye color offers the ultimate experience with an unexpectedly plush, lightweight texture and vivid color. It leaps and bounds beyond what you've come to expect from eye colorâ€”and it's even waterproof. Named after our loyal four-legged friends, these stay-put shades will be your faithful new beauty companions as they comfort and care for your pretty peepers. The mineral-infused, paraben-free formula pampers delicate skin with soothing Aloe extract and vitamin Eâ€”all with a non-greasy, long-wearing finish. Touch it. Pet it. Love it. ",119.95,https://www.temptalia.com/wp-content/uploads/2012/02/buxom_staythereeyeshadow004.jpg,134.99,Normal,None,Beauty,Buxom,Women
Waterproof Smoky Eye Sticks,Buxom,"This versatile eye stick is your secret weapon for sexy, smoky eyes. Sultry and smoldering, it shadows, lines and smokes for easy killer eye looks. The waterproof, smudge proof formula stays put, so your eye look will stay fierce as long as you do.",119.95,https://www.temptalia.com/wp-content/uploads/2011/07/buxom_stick009.jpg,134.99,Normal,None,Beauty,Buxom,Women
Blush Horizon de Chanel,Chanel,"Chanel Blush Horizon de Chanel is a Blush. There are 1 shades that have been released, which you can select from below.",119.95,https://www.temptalia.com/wp-content/uploads/2011/12/chanel_blushhorizon009.jpg,1763.88,Normal,None,Beauty,Chanel,Women
Brompton Road Poudre Tissee Highlighting Powder,Chanel,"Chanel Brompton Road Poudre Tissee Highlighting Powder is a Blush that retails for $80.00 and contains 0.50 oz. There are 1 shades that have been released, which you can select from below.",119.95,https://www.temptalia.com/wp-content/uploads/2012/01/chanel_bromptonroad001.jpg,4248.73,Normal,None,Beauty,Chanel,Women
Coco Noir,Chanel,"Magnetic and uncompromising, COCO NOIR reveals a black that is intimate, seductive and intensely brilliant. Striking top notes of Grapefruit and Bergamot accentuate the floral accord, with Rose and Jasmine, while Indonesian Patchouli and Sandalwood notes add warmth.",119.95,https://www.temptalia.com/wp-content/uploads/2012/10/chanel_coconoir001.jpg,4842.71,Normal,None,Beauty,Chanel,Women
Effets Iridescents Yeux Iridescent Effects Eyes,Chanel,"Chanel Effets Iridescents Yeux Iridescent Effects Eyes is a Highlighter that retails for $75.00 and contains 0.46 oz. There are 1 shades that have been released, which you can select from below.",119.95,https://www.temptalia.com/wp-content/uploads/2011/08/chanel_beigesombres001.jpg,2170.87,Normal,None,Beauty,Chanel,Women
Highlighter & Blush,Chanel,"Chanel Highlighter & Blush is a Highlighter. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2010/09/chanel_sohopalette001.jpg,1415.92,Normal,None,Beauty,Chanel,Women
Iridescent Powder,Chanel,"Chanel Iridescent Powder is a Highlighter that retails for $95.00 and contains 0.53 oz. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2012/03/chanel_luckystripes001.jpg,1911.89,Normal,None,Beauty,Chanel,Women
Le Crayon Khol Intense Eye Pencil,Chanel,"Perfect for a smoky eye, this soft pencil quickly achieves a dramatic look. A special blend of colour and pearl pigments provides a rich, intense line with a semi-matte finish. Specially formulated to glide gently over the eyelid, the liner is safe for use in rim of the eye. A companion sharpener ensures the pencil is always ready for lining.",299.95,https://www.temptalia.com/wp-content/uploads/2012/05/chanel_pechecuivre001.jpg,1019.94,Normal,None,Beauty,Chanel,Women
Les Tissages de Chanel Blush Duo Tweed Effect,Chanel,"Inspired by the iconic Chanel tweed fabric, this sheer blush harmony is â€˜wovenâ€™ with shimmering powder for a refined radiance. The ultra-soft texture creates a light, airy finish. Available in limited quantities, exclusively on Chanel.com.",299.95,https://www.temptalia.com/wp-content/uploads/2011/10/chanel_tweedbrunrose001.jpg,110.99,Normal,None,Beauty,Chanel,Women
Ligne Graphique de Chanel Liquid Eyeliner,Chanel,"Thanks to an innovative formula, the long-lasting liner traces an intense, water-resistant line with glossy shine that dries rapidly.",299.95,https://www.temptalia.com/wp-content/uploads/2013/10/chanel_bronzeligne001.jpg,221.98,Normal,None,Beauty,Chanel,Women
Lumiere d'Artifices Beiges Illuminating Powder,Chanel,"Chanel Lumiere d'Artifices Beiges Illuminating Powder is a Highlighter that retails for $65.00 and contains 0.63 oz. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2012/07/chanel_lumieredartificesbeiges001.jpg,998.91,Normal,None,Beauty,Chanel,Women
Lumiere Sculptee de Chanel Highlighting Powder,Chanel,"Chanel Lumiere Sculptee de Chanel Highlighting Powder is a Highlighter that retails for $72.00 and contains 0.46 oz. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2011/10/chanel_lumieresculptee001.jpg,1514.87,Normal,None,Beauty,Chanel,Women
Mouche de Beaute Illuminating Powder,Chanel,"Chanel Mouche de Beaute Illuminating Powder is a Highlighter that retails for $80.00 and contains 0.42 oz. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2013/02/chanel_mouchedebeaute001.jpg,2759.77,Normal,None,Beauty,Chanel,Women
Poudre Signee de Chanel Illuminating Powder,Chanel,"Chanel Poudre Signee de Chanel Illuminating Powder is a Highlighter that retails for $68.00 and contains 0.28 oz. There are 1 shades that have been released, which you can select from below.",299.95,https://www.temptalia.com/wp-content/uploads/2012/12/chanel_poudresignee0011.jpg,5288.57,Normal,None,Beauty,Chanel,Women
Poudre Universelle Libre Natural Finish Loose Powder,Chanel,"Ultra-soft loose powder provides sheer, light coverage with a soft matte finish, setting and perfecting makeup as it evens skin tone. Photo-reflective pigments help disguise imperfections without emphasizing lines.",40,https://www.temptalia.com/wp-content/uploads/2013/10/chanel_moonlightloose001.jpg,4058.67,Normal,None,Beauty,Chanel,Women
Rouge Allure Extrait de Gloss,Chanel,"CHANEL reveals the next generation of lip glossâ€”with colour so rich and shine so intense it could only be inspired by the iconic lipstick, Rouge Allure. Bold colour combines with the smoothest, silkiest gel texture for luxurious wear and deeply dramatic effect. Lips feel comfortableâ€”never sticky or tackyâ€”and look luminous, full and sensuous for hours. The double-sided, flocked applicator is beveled to deliver ultra-precise definition.",40,https://www.temptalia.com/wp-content/uploads/2013/02/chanel_attirance001.jpg,3935.68,Normal,None,Beauty,Chanel,Women
Soleil Tan de Chanel Luminous Bronzing Powder,Chanel,This unique powder formula lends subtle hints of warmth and shimmer to every complexion. It is comprised of seven unique shades â€” including a luminous gold â€” which can be applied separately to highlight and sculpt facial contours or blended together to achieve an overall bronzing effect that replicates the natural glow of sunbathed skin.,40,https://www.temptalia.com/wp-content/uploads/2011/04/chanel_bronzecorail009.jpg,227.96,Normal,None,Beauty,Chanel,Women
Ombres Matelassees Eyeshadow Palette,Chanel,"Comprised of five gold-imbued eyeshadow shades, this exclusive palette recalls the luminous beauty of Hong Kong, reflected in the China Sea. Warm tones are brought together in an elegant harmony, each embossed with the iconic quilted pattern. Easily blendable, the soft powder texture is luxurious to the touch, while the versatile shade range offers unlimited eye looks. The two darkest shades may be used as eyeliner. Includes one double-tipped sponge applicator and one dual-sided brush/sponge applicator. Part of the HONG KONG DE CHANEL Collection.",40,https://www.temptalia.com/wp-content/uploads/2013/03/chanel_pearlriver001.jpg,398.93,Normal,None,Beauty,Chanel,Women
Addict Extreme Lip Color,Dior,"Dior Addict fashion lipstick goes to the ExtrÃªme, with radiant colours, a perfect hold wet-look texture, and audacious, sophisticated Dior styles. At the heart of this new soft, sensual texture lie 4 specialist waxes, acting in a targeted manner to correctly combine these extremes in a single formula. This veritable technical feat achieves perfect hold, comfort, and shine in an astonishingly fine film. Dior Addict ExtrÃªme is available in 12 shades of pure radiant pigment, from nudes to the boldest shades, exploring all the facets of Dior elegance. A new style means a new dress code: the Dior Addict case plays on transparent, vibrant black - black as in perfection, mystery and timelessness.",229,https://www.temptalia.com/wp-content/uploads/2012/08/dior_incognito001.jpg,398.93,Normal,None,Beauty,Dior,Women
Crayon Khol,Dior,"This kohl pencil is formulated with a super-smooth texture to dramatize the eye and highlight the color of the iris. Its easy-glide formula allows for maximum comfort and outstanding staying power, while its integrated sharpener makes it a practical beauty essential. Beauty tip: Apply along the inside of the lid for greatest intensity.",229,https://www.temptalia.com/wp-content/uploads/2011/11/chanel_dragon005.jpg,968.83,Normal,None,Beauty,Dior,Women
Dior Contour,Dior,Prolong wear and emphasize the look of any lipstick with this versatile lip liner. It compliments all complexions and works under any shade of lipstick or gloss to define lips.,229,https://www.temptalia.com/wp-content/uploads/2011/11/chanel_dragon005.jpg,968.83,Normal,None,Beauty,Dior,Women
Diorific Lipstick,Dior,"Diorific, the legendary accessory for lips with an Haute Couture finish, leads the Grand Bal dance, holding the signature of Dior glamour and elegance in its new extravagant & jewel-like gold case. It contains rich shades with a luminous and long-lasting matte finish, and a unique texture for perfectly outlined and coated lips, offering a captivating and sophisticated look.",229,https://www.temptalia.com/wp-content/uploads/2012/10/dior_diorificlipstick001.jpg,1139.8,Normal,None,Beauty,Dior,Women
Diorshow Art Pen,Dior,"An intense professional felt-tip eyeliner with a long-lasting, rinsable formula. The high-precision felt tip applicator allows you to dress the eyes with a flawless and stunning graphic black line. Available in Black. Made in France",229,https://www.temptalia.com/wp-content/uploads/2011/11/chanel_dragon005.jpg,1367.76,Normal,None,Beauty,Dior,Women
Diorshow Mono Eyeshadow,Dior,"Dior Diorshow Mono Eyeshadow is a Eyeshadow that retails for $29.00 and contains 0.07 oz. There are 25 shades that have been released, which you can select from below.",229,https://www.temptalia.com/wp-content/uploads/2013/02/dior_bow001.jpg,569.9,Normal,None,Beauty,Dior,Women
Serum de Rouge Luminous Color Lip Treamtent SPF 20,Dior,"SÃ©rum de Rouge, an elixir of youth with exquisite radiance. A sublime alliance of skincare and color benefits, the serum texture literally melts into the lips. The formula has 10 times more concentrated skincare ingredients, provides moisture, volume and smoothing benefits for your lips, immediately upon application, and day after day. The palette of elegant, vivid shades instantly illuminates the lips with youthfulness. A feminine high-precision pen design for impeccable treatment and color results. Direction of use: For optimal use, turn pen with a single click to obtain the perfect look.",229,https://www.temptalia.com/wp-content/uploads/2011/12/dior_345serum001.jpg,227.96,Normal,None,Beauty,Dior,Women
5 Couleurs Designer Eyeshadow Palette,Dior,"Dior's best-selling eye palette offers endless possibilities in a seductive range of rich, versatile colors designed for easy application and long wear. Beauty tip: Use the oval wand to apply the lightest shade to the upper part of the inner eyelid, then blend the darkest shade along the lash line. Shade the outer brow with one of the remaining colors. For more intensity, use a fourth color under the lashes.",229,https://www.temptalia.com/wp-content/uploads/2012/08/dior_khakidesign001.jpg,706.86,Normal,None,Beauty,Dior,Women
Designer Eyeshadow,Dior,"Dior Designer Eyeshadow is a Eyeshadow. There are 40 shades that have been released, which you can select from below.",229,https://www.temptalia.com/wp-content/uploads/2012/08/dior_khakidesign007.jpg,99.98,Normal,None,Beauty,Dior,Women
